patinho_feio_cpu_device prog_8bit
tumbleb_state jumpkids_sound_map
tumbleb_state protection_map
tumbleb_state protection_iomap
sun3x_state sun3_80_mem
sun3x_state sun3_460_mem
senjyo_state senjyo_map
senjyo_state decrypted_opcodes_map
senjyo_state senjyo_sound_map
senjyo_state senjyo_sound_io_map
senjyo_state starforb_map
senjyo_state starforb_sound_map
fk1_state fk1_mem
fk1_state fk1_io
hyperscan_state spg290_mem
good_state good_map
fuuki32_state fuuki32_map
fuuki32_state fuuki32_sound_map
fuuki32_state fuuki32_sound_io_map
koftball_state koftball_mem
koftball_state ramdac_map
zorba_state zorba_mem
zorba_state zorba_io
supstarf_state main_map
supstarf_state main_io_map
supstarf_state sound_map
supstarf_state sound_io_map
mz_state mz700_mem
mz_state mz700_banke
mz_state mz700_io
mz_state mz800_mem
mz_state mz800_bankf
mz_state mz800_io
vtech1_state laser110_mem
vtech1_state laser210_mem
vtech1_state laser310_mem
vtech1_state vtech1_io
vtech1_state vtech1_shrg_io
seta2_state grdians_map
seta2_state gundamex_map
seta2_state mj4simai_map
seta2_state myangel_map
seta2_state myangel2_map
seta2_state pzlbowl_map
seta2_state penbros_base_map
seta2_state penbros_map
seta2_state ablastb_map
seta2_state reelquak_map
seta2_state namcostr_map
seta2_state samshoot_map
staraudi_state staraudi_map
seta2_state telpacfl_map
seta2_state funcube_map
seta2_state funcube2_map
seta2_state funcube_sub_map
seta2_state funcube_sub_io
seta2_state funcube2_sub_io
wheelfir_state wheelfir_main
wheelfir_state wheelfir_sub
wheelfir_state ramdac_map
tiamc1_state tiamc1_map
tiamc1_state kotrybolov_map
tiamc1_state tiamc1_io_map
tiamc1_state kotrybolov_io_map
_2mindril_state drill_map
dunhuang_state dunhuang_map
dunhuang_state dunhuang_io_map
dunhuang_state ramdac_map
a1000_state a1000_overlay_map
a1000_state a1000_overlay_map
a1000_state a1000_bootrom_map
a1000_state a1000_mem
amiga_state overlay_512kb_map
amiga_state overlay_1mb_map
amiga_state overlay_1mb_map32
amiga_state overlay_2mb_map16
amiga_state overlay_2mb_map32
a2000_state a2000_mem
a500_state a500_mem
cdtv_state cdtv_mem
cdtv_state cdtv_rc_mem
a3000_state a3000_mem
a500p_state a500p_mem
a600_state a600_mem
a1200_state a1200_mem
a4000_state a4000_mem
a4000_state a400030_mem
cd32_state cd32_mem
a4000_state a4000t_mem
fuuki16_state fuuki16_map
fuuki16_state fuuki16_sound_map
fuuki16_state fuuki16_sound_io_map
mccpm_state mccpm_mem
mccpm_state mccpm_io
apache3_state apache3_v30_map
apache3_state apache3_68000_map
apache3_state apache3_v20_map
apache3_state apache3_z80_map
roundup5_state roundup5_v30_map
roundup5_state roundup5_68000_map
roundup5_state roundup5_z80_map
cyclwarr_state cyclwarr_68000a_map
cyclwarr_state cyclwarr_68000b_map
cyclwarr_state cyclwarr_z80_map
cyclwarr_state bigfight_68000a_map
cyclwarr_state bigfight_68000b_map
midas_state livequiz_map
midas_state hammer_map
cntsteer_state gekitsui_cpu1_map
cntsteer_state gekitsui_cpu2_map
cntsteer_state cntsteer_cpu1_map
cntsteer_state cntsteer_cpu2_map
cntsteer_state sound_map
maygayew_state maygayew_map
portrait_state portrait_map
portrait_state portrait_sound_map
srmp6_state srmp6_map
bosco_state bosco_map
galaga_state galaga_map
galaga_state gatsbee_main_map
xevious_state xevious_map
digdug_state digdug_map
galaga_state galaga_mem4
xevious_state battles_mem4
galaga_state dzigzag_mem4
ipds_state ipds_mem
ipds_state ipds_io
rungun_state rungun_map
rungun_state rungun_sound_map
rungun_state rungun_k054539_map
qtsbc_state mem_map
qtsbc_state io_map
pntnpuzl_state pntnpuzl_map
pntnpuzl_state mcu_map
gts80a_state gts80a_map
caveman_state video_map
caveman_state video_io_map
gamecom_state gamecom_mem_map
bfcobra_state z80_prog_map
bfcobra_state z80_io_map
bfcobra_state ramdac_map
bfcobra_state m6809_prog_map
mk1_state mk1_mem
mk1_state mk1_io
goldnpkr_state goldnpkr_map
goldnpkr_state pottnpkr_map
goldnpkr_state witchcrd_map
goldnpkr_state witchcrd_falcon_map
goldnpkr_state wildcard_map
goldnpkr_state wcrdxtnd_map
goldnpkr_state wildcrdb_map
goldnpkr_state wildcrdb_mcu_map
goldnpkr_state wildcrdb_mcu_io_map
goldnpkr_state genie_map
goldnpkr_state mondial_map
goldnpkr_state bchancep_map
blitz_state megadpkr_map
blitz_state megadpkr_banked_map
lucky74_state lucky74_map
lucky74_state lucky74_portmap
intrscti_state intrscti_map
intrscti_state intrscti_io_map
intrscti_state intrscti_sub_map
intrscti_state intrscti_sub_io_map
battlane_state battlane_map
tp84_state tp84_cpu1_map
tp84_state tp84b_cpu1_map
tp84_state cpu2_map
tp84_state audio_map
tr175_state mem_map
tr175_state vram_map
tr175_state ramdac_map
anes_state prg_map
anes_state io_map
taitoh_state syvalion_map
taitoh_state recordbr_map
taitoh_state tetristh_map
taitoh_state dleague_map
taitoh_state sound_map
savia84_state mem_map
savia84_state io_map
sshangha_state sshangha_map
sshangha_state sshanghb_map
sshangha_state sshangha_sound_map
amaticmg_state amaticmg_map
amaticmg_state amaticmg_portmap
amaticmg_state amaticmg2_portmap
amaticmg_state amaticmg4_portmap
mgolf_state cpu_map
segac2_state main_map
tec1_state tec1_map
tec1_state tec1_io
tec1_state tecjmon_map
tec1_state tecjmon_io
blockade_state main_map
blockade_state main_io_map
redalert_state redalert_main_map
redalert_state ww3_main_map
redalert_state panther_main_map
redalert_state demoneye_main_map
truco_state main_map
skns_state skns_map
clowndwn_state clowndwn_map
vt520_state vt520_mem
vt520_state vt520_io
apple2gs_state apple2gs_map
actfancr_state actfan_map
actfancr_state triothep_map
actfancr_state dec0_s_map
s9_state s9_main_map
s9_state s9_audio_map
crshrace_state crshrace_map
crshrace_state sound_map
crshrace_state sound_io_map
gts80b_state gts80b_map
canons80_state canons80_map
zsbc3_state zsbc3_mem
zsbc3_state zsbc3_io
dday_state dday_map
kron180_state kron180_mem
kron180_state kron180_iomap
anzterm_state anzterm
pdp1_state pdp1_map
brandt8641_state brandt8641_mem
brandt8641_state brandt8641_io
x68k_state x68k_map
x68k_state x68kxvi_map
x68k_state x68030_map
ice_bozopail_state ice_bozo_map
a51xx_state a5120_mem
a51xx_state a5120_io
a51xx_state a5130_mem
a51xx_state a5130_io
aceex2814_state aceex2814_map
gimix_state gimix_banked_mem
gimix_state gimix_mem
gimix_state gimix_io
jedi_state main_map
microkit_state microkit_mem
microkit_state microkit_io
pzletime_state pzletime_map
tvc_state tvc_mem
tvc_state tvc_io
jalmah_state jalmah
jalmah_state urashima
nsm_state nsm_map
nsm_state nsm_io_map
scramble_state scramble_map
scramble_state scramble_sound_map
scramble_state scramble_sound_io_map
scramble_state ckongs_map
scramble_state mars_map
scramble_state newsin7_map
scramble_state mrkougar_map
scramble_state hotshock_map
scramble_state hunchbks_map
scramble_state mimonscr_map
scramble_state ad2083_map
scramble_state triplep_map
scramble_state triplep_io_map
scramble_state hotshock_sound_io_map
scramble_state hunchbks_readport
scramble_state harem_map
scramble_state decrypted_opcodes_map
scramble_state harem_sound_map
scramble_state harem_sound_io_map
mosaic_state mosaic_map
mosaic_state gfire2_map
mosaic_state mosaic_io_map
mosaic_state gfire2_io_map
igrosoft_gamble_state igrosoft_gamble_map
igrosoft_gamble_state igrosoft_gamble_portmap
igrosoft_gamble_state rollfr_portmap
konin_state konin_mem
konin_state konin_io
cbuster_state twocrude_map
cbuster_state sound_map
cd2650_state cd2650_mem
cd2650_state cd2650_io
cd2650_state cd2650_data
funworld_state funworld_map
funworld_state funquiz_map
funworld_state magicrd2_map
funworld_state cuoreuno_map
funworld_state chinatow_map
funworld_state lunapark_map
funworld_state saloon_map
funworld_state witchryl_map
funworld_state intergames_map
funworld_state fw_a7_11_map
highvdeo_state tv_vcf_map
highvdeo_state tv_vcf_io
highvdeo_state tv_ncf_map
highvdeo_state tv_ncf_io
highvdeo_state nyjoker_map
highvdeo_state nyjoker_io
highvdeo_state tv_tcf_map
highvdeo_state tv_tcf_io
highvdeo_state newmcard_map
highvdeo_state newmcard_io
highvdeo_state brasil_map
highvdeo_state brasil_io
highvdeo_state grancapi_io
highvdeo_state magicbom_io
highvdeo_state ramdac_map
nibble_state nibble_map
nibble_state nibble_cru_map
attache_state attache_map
attache_state attache_io
attache816_state attache816_io
attache816_state attache_x86_map
attache816_state attache_x86_io
phoenix_state phoenix_memory_map
phoenix_state pleiads_memory_map
phoenix_state survival_memory_map
ksm_state ksm_mem
ksm_state ksm_io
odyssey_state odyssey_map
coinmstr_state coinmstr_map
coinmstr_state jpcoin_map
coinmstr_state quizmstr_io_map
coinmstr_state trailblz_io_map
coinmstr_state supnudg2_io_map
coinmstr_state pokeroul_io_map
coinmstr_state jpcoin_io_map
ti990_10_state ti990_10_memmap
ti990_10_state ti990_10_io
gatron_state gat_map
gatron_state gat_portmap
zrt80_state mem_map
zrt80_state io_map
svi3x8_state svi3x8_mem
svi3x8_state svi3x8_io
svi3x8_state svi3x8_io_bank
splus_state splus_map
splus_state splus_iomap
sprint8_state sprint8_map
cpu30_state cpu30_mem
flipjack_state flipjack_main_map
flipjack_state flipjack_main_io_map
flipjack_state flipjack_sound_map
flipjack_state flipjack_sound_io_map
f1gp_state f1gp_cpu1_map
f1gp_state f1gp2_cpu1_map
f1gp_state f1gp_cpu2_map
f1gp_state sound_map
f1gp_state sound_io_map
f1gp_state f1gpb_cpu1_map
f1gp_state f1gpb_cpu2_map
atarig1_state main_map
parodius_state parodius_map
parodius_state bank0000_map
parodius_state bank2000_map
parodius_state parodius_sound_map
stadhero_state main_map
stadhero_state audio_map
pb1000_state pb1000_mem
pb1000_state pb2000c_mem
zwackery_state zwackery_map
amu880_state amu880_mem
amu880_state amu880_io
interact_state interact_mem
p2000t_state p2000t_io
p2000t_state p2000t_mem
p2000t_state p2000m_mem
darius_state darius_map
darius_state darius_cpub_map
darius_state darius_sound_map
darius_state darius_sound2_map
darius_state darius_sound2_io_map
lbeach_state lbeach_map
ertictac_state ertictac_map
fidelz80_state cc10_map
fidelz80_state vcc_map
fidelz80_state vcc_io
fidelz80_state bcc_map
fidelz80_state bcc_io
fidelz80_state scc_map
fidelz80_state scc_io
fidelz80_state vsc_map
fidelz80_state vsc_io
fidelz80_state vbrc_main_map
fidelz80_state vbrc_main_io
fidelz80_state dsc_map
exprraid_state master_map
exprraid_state master_io_map
exprraid_state slave_map
mycom_state mycom_map
mycom_state mycom_io
mjkjidai_state mjkjidai_map
mjkjidai_state mjkjidai_io_map
kenseim_state kenseim_map
kenseim_state kenseim_io_map
ssrj_state ssrj_map
ddragon3_state ddragon3_map
ddragon3_state dd3b_map
ddragon3_state ctribe_map
wwfwfest_state main_map
ddragon3_state sound_map
ddragon3_state ctribe_sound_map
idsa_state maincpu_map
idsa_state maincpu_io_map
magic10_state magic10_map
magic10_state magic10a_map
magic10_state magic102_map
magic10_state hotslot_map
magic10_state sgsafari_map
photoply_state photoply_map
photoply_state photoply_io
sealy_state sealy_map
taitol_state common_banks_map
fhawk_state fhawk_map
fhawk_state fhawk_2_map
fhawk_state fhawk_3_map
taitol_2cpu_state raimais_map
taitol_2cpu_state raimais_2_map
taitol_2cpu_state raimais_3_map
champwr_state champwr_map
champwr_state champwr_2_map
champwr_state champwr_3_map
taitol_2cpu_state kurikint_map
taitol_2cpu_state kurikint_2_map
taitol_1cpu_state puzznic_map
taitol_1cpu_state puzznici_map
taitol_1cpu_state plotting_map
taitol_1cpu_state palamed_map
taitol_1cpu_state cachat_map
horshoes_state horshoes_map
taitol_2cpu_state evilston_map
taitol_2cpu_state evilston_2_map
jantotsu_state jantotsu_map
jantotsu_state jantotsu_io
pinball2k_state mediagx_map
pinball2k_state mediagx_io
pinball2k_state ramdac_map
wc90_state wc90_map_1
wc90_state wc90_map_2
wc90_state sound_map
cosmic_state panic_map
cosmic_state cosmica_map
cosmic_state cosmicg_map
cosmic_state cosmicg_io_map
cosmic_state magspot_map
guab_state guab_map
fun_tech_corp_state funtech_map
fun_tech_corp_state funtech_io_map
hyprduel_state hyprduel_map
hyprduel_state hyprduel_map2
hyprduel_state magerror_map
hyprduel_state magerror_map2
vis_state at16_map
vis_state at16_io
comebaby_state comebaby_map
agat7_state agat7_map
agat7_state inhbank_map
comquest_state comquest_mem
xavix_state xavix_map
pipbug_state pipbug_mem
pipbug_state pipbug_data
taitojc_state taitojc_map
taitojc_state dendego_map
taitojc_state hc11_pgm_map
taitojc_state hc11_io_map
taitojc_state tms_program_map
taitojc_state tms_data_map
famibox_state famibox_map
ibm3153_state mem_map
ibm3153_state io_map
taitoz_state contcirc_map
taitoz_state contcirc_cpub_map
taitoz_state chasehq_map
taitoz_state chq_cpub_map
taitoz_state enforce_map
taitoz_state enforce_cpub_map
taitoz_state bshark_map
taitoz_state bsharkjjs_map
taitoz_state bshark_cpub_map
taitoz_state sci_map
taitoz_state sci_cpub_map
taitoz_state nightstr_map
taitoz_state nightstr_cpub_map
taitoz_state aquajack_map
taitoz_state aquajack_cpub_map
taitoz_state spacegun_map
taitoz_state spacegun_cpub_map
taitoz_state dblaxle_map
taitoz_state dblaxle_cpub_map
taitoz_state racingb_map
taitoz_state racingb_cpub_map
taitoz_state z80_sound_map
taxidriv_state main_map
taxidriv_state cpu2_map
taxidriv_state cpu3_map
taxidriv_state cpu3_port_map
m90_state m90_main_cpu_map
m90_state dynablsb_main_cpu_map
m90_state bomblord_main_cpu_map
m90_state m90_main_cpu_io_map
m90_state dynablsb_main_cpu_io_map
m90_state m90_sound_cpu_map
m90_state m90_sound_cpu_io_map
m90_state dynablsb_sound_cpu_io_map
m90_state m99_sound_cpu_io_map
s11a_state s11a_main_map
s11a_state s11a_audio_map
s11a_state s11a_bg_map
mikro80_state mikro80_mem
mikro80_state mikro80_io
mikro80_state kristall_io
mikro80_state radio99_io
segas32_state system32_map
segas32_state multi32_map
segas32_state system32_sound_map
segas32_state system32_sound_portmap
segas32_state multi32_sound_map
segas32_state multi32_sound_portmap
segas32_state multipcm_map
segas32_state v25_map
segas32_state upd7725_prg_map
segas32_state upd7725_data_map
segas32_state system32_analog_map
segas32_trackball_state system32_trackball_map
segas32_state system32_4player_map
segas32_state ga2_main_map
segas32_state system32_cd_map
sega_multi32_analog_state multi32_analog_map
segas32_state multi32_6player_map
a7150_state a7150_mem
a7150_state a7150_io
a7150_state k7070_cpu_banked
a7150_state k7070_cpu_mem
a7150_state k7070_cpu_io
alto2_state alto2_ucode_map
alto2_state alto2_const_map
alto2_state alto2_iomem_map
ms9540_state mem_map
exedexes_state exedexes_map
exedexes_state sound_map
vic20_state vic20_mem
vic20_state vic_videoram_map
vic20_state vic_colorram_map
champbas_state champbas_map
champbas_state champbasj_map
champbas_state champbasja_map
champbas_state champbasjb_map
champbas_state champbb2_map
champbas_state tbasebal_map
champbas_state exctsccr_map
champbas_state exctsccrb_map
champbas_state champbas_sound_map
champbas_state exctsccr_sound_map
champbas_state exctsccr_sound_io_map
segag80v_state main_map
segag80v_state main_portmap
cedar_magnet_state cedar_magnet_mainboard_sub_pal_map
cedar_magnet_state cedar_magnet_mainboard_sub_ram_map
cedar_magnet_state cedar_magnet_map
cedar_magnet_state cedar_magnet_io
cedar_magnet_state cedar_bank0
simpl156_state joemacr_map
simpl156_state chainrec_map
simpl156_state magdrop_map
simpl156_state magdropp_map
simpl156_state mitchell156_map
mini2440_state mini2440_map
advision_state program_map
advision_state io_map
lynx_state lynx_mem
cosmicos_state cosmicos_mem
cosmicos_state cosmicos_io
bitgraph_state bitgrapha_mem
bitgraph_state bitgraphb_mem
bitgraph_state ppu_io
quakeat_state quake_map
quakeat_state quake_io
_88games_state main_map
_88games_state sound_map
forte2_state program_mem
forte2_state io_mem
harddriv_state driver_68k_map
harddriv_state driver_gsp_map
harddriv_state driver_msp_map
harddriv_state multisync_68k_map
harddriv_state multisync_gsp_map
harddriv_state multisync2_68k_map
harddriv_state multisync2_gsp_map
harddriv_state adsp_program_map
harddriv_state adsp_data_map
harddriv_state ds3_program_map
harddriv_state ds3_data_map
harddriv_state ds3sdsp_program_map
harddriv_state ds3sdsp_data_map
harddriv_state ds3xdsp_program_map
harddriv_state ds3xdsp_data_map
harddriv_state dsk_dsp32_map
harddriv_state dsk2_dsp32_map
bigbord2_state bigbord2_mem
bigbord2_state bigbord2_io
poolshrk_state poolshrk_cpu_map
geneve_state memmap
geneve_state crumap
undrfire_state undrfire_map
undrfire_state cbombers_cpua_map
undrfire_state cbombers_cpub_map
btoads_state main_map
btoads_state sound_map
btoads_state sound_io_map
novag68k_state diablo68k_map
multigam_state multigam_map
multigam_state multigmt_map
multigam_state multigm3_map
multigam_state supergm3_map
bfmsys85_state memmap
ultratnk_state ultratnk_cpu_map
can09t_state can09t_map
can09_state can09_map
vt100_state vt100_mem
vt100_state vt180_mem
vt100_state vt180_io
vt100_state vt100_io
st0016_state st0016_mem
st0016_state renju_mem
st0016_state st0016_io
st0016_state v810_mem
st0016_state st0016_m2_io
seattle_comp_state mem_map
seattle_comp_state io_map
trs80m2_state z80_mem
trs80m2_state z80_io
trs80m16_state m16_z80_io
trs80m2_state m68000_mem
aquarium_state main_map
aquarium_state snd_map
aquarium_state snd_portmap
limenko_state limenko_map
limenko_state limenko_io_map
limenko_state spotty_map
limenko_state spotty_io_map
limenko_state spotty_sound_io_map
kc85_state kc85_mem
pc8201_state pc8201_mem
tandy200_state tandy200_mem
kc85_state kc85_io
kc85_state trsm100_io
pc8201_state pc8201_io
tandy200_state tandy200_io
bingoman_state bingoman_prg_map
bingoman_state bingoman_io_map
apexc_state apexc_mem_map
pce220_state pce220_mem
pce220_state pce220_io
pcg850v_state pcg850v_io
alpha68k_state kyros_map
alpha68k_state alpha68k_I_map
alpha68k_state alpha68k_II_map
